image_id,lesion_id,cluster_id,split
ISIC_0054536,BCN_0004748,cluster:a04a4ab2f86ea55f6633,val
ISIC_0054537,BCN_0002988,cluster:e7b1127f8f1584c994e1,train
ISIC_0054538,BCN_0002042,cluster:4da52f4d0975a4f16eca,train
ISIC_0054539,BCN_0000933,cluster:24c3b98ca0adec3d86ea,val
ISIC_0054541,BCN_0004476,cluster:e42dc3e8948e75cc3f5a,train
ISIC_0054542,BCN_0001254,cluster:82384a6eac4e659fb4fb,train
ISIC_0054543,BCN_0002676,cluster:7e29c44996c9100b98f9,test
ISIC_0054544,BCN_0004940,cluster:a2b7366d833ed05f78f2,val
ISIC_0054545,BCN_0004723,cluster:d832cab84580991da54f,val
ISIC_0054546,BCN_0005394,cluster:336640e5194cff68a521,test
ISIC_0054552,BCN_0004862,cluster:17d2e8809cea42316dfe,test
ISIC_0054554,BCN_0000159,cluster:66fb6660b104933e7830,test
ISIC_0054555,BCN_0000307,cluster:8e5862c2919037815840,train
ISIC_0054556,BCN_0004835,cluster:2304ea62e6cb721280eb,train
ISIC_0054557,BCN_0000995,cluster:b5eee9a83ddf6ebb19f6,train
ISIC_0054558,BCN_0003872,cluster:5d1cdcb6e85423a0d6da,train
ISIC_0054559,BCN_0004420,cluster:d0fa17a4905749e9e815,train
ISIC_0054562,BCN_0002652,cluster:0fd12ee3be2435b60fc7,train
ISIC_0054565,BCN_0000586,cluster:b50636a64c7957fda3f1,train
ISIC_0054567,BCN_0002963,cluster:e6294a32ba292db756f6,train
ISIC_0054568,BCN_0000769,cluster:9a02197c1e0f00d718d2,train
ISIC_0054569,BCN_0004891,cluster:7aae69caa91122acb8ec,train
ISIC_0054570,BCN_0004217,cluster:3f0631363f5482c94fdf,val
ISIC_0054572,BCN_0005041,cluster:33c77d07f53671bd3d6f,val
ISIC_0054573,BCN_0002609,cluster:2499a8706dafd265a430,test
ISIC_0054575,BCN_0004570,cluster:83af79e658e1e1e1e66f,train
ISIC_0054576,BCN_0002018,cluster:e99d3edf9456f27b65fa,val
ISIC_0054581,BCN_0001130,cluster:42d4542cec45d11e1522,train
ISIC_0054582,BCN_0005100,cluster:5d5cf1d600b48c8f7151,train
ISIC_0054583,BCN_0000740,cluster:674e8333066398e74aa9,val
ISIC_0054586,BCN_0004786,cluster:8f399e397441e5f00b3e,train
ISIC_0054587,BCN_0004115,cluster:11a22e5aeadc88c043a0,train
ISIC_0054588,BCN_0005100,cluster:5d5cf1d600b48c8f7151,train
ISIC_0054589,BCN_0000828,cluster:178ebea077a0e91b9b2d,train
ISIC_0054591,BCN_0004999,cluster:03e1de1653da5b952ad9,test
ISIC_0054592,BCN_0002389,cluster:1c5540cd02dfed49a312,train
ISIC_0054593,BCN_0001742,cluster:1981fa7e57a300676f8b,train
ISIC_0054594,BCN_0001775,cluster:d14f45396c433af114aa,test
ISIC_0054595,BCN_0000617,cluster:38ab26b9fd279c7eba95,train
ISIC_0054596,BCN_0004532,cluster:cba03a544cf4cbfa06ea,train
ISIC_0054597,BCN_0001342,cluster:79d1271b974d81f6bd27,train
ISIC_0054598,BCN_0004822,cluster:0f92f4e3e98a5b44b065,val
ISIC_0054599,BCN_0001285,cluster:fa7fa0919b9852c99762,train
ISIC_0054600,BCN_0003839,cluster:e9fa6f92cffe4de55529,test
ISIC_0054602,BCN_0003840,cluster:dafed2a027017c58e51a,train
ISIC_0054605,BCN_0003158,cluster:50e91e670e43d391ae7a,test
ISIC_0054606,BCN_0000732,cluster:349eb45ff09529eadaa9,test
ISIC_0054607,BCN_0004375,cluster:f4b23646c2d6f9c17241,train
ISIC_0054608,BCN_0000248,cluster:87403a3f930780a00a9a,train
ISIC_0054615,BCN_0000142,cluster:a765a64229b8ce08f9eb,train
ISIC_0054616,BCN_0002831,cluster:dd857fac53adcbf568fc,train
ISIC_0054618,BCN_0001231,cluster:d692813a1abe8771e7d6,test
ISIC_0054619,BCN_0000838,cluster:78a396f65966be3d848d,train
ISIC_0054620,BCN_0003316,cluster:ea1e3fac499fc9c02527,train
ISIC_0054621,BCN_0003321,cluster:80eae4fd15b248bc9adf,train
ISIC_0054622,BCN_0003839,cluster:e9fa6f92cffe4de55529,test
ISIC_0054623,BCN_0001266,cluster:7eb58766ee557551003e,train
ISIC_0054624,BCN_0005630,cluster:fc2c11eec6ab97bf0f4e,test
ISIC_0054625,BCN_0002493,cluster:574f659d2d22283d7911,train
ISIC_0054626,BCN_0003196,cluster:beab312e20f05ece34f2,train
ISIC_0054629,BCN_0003849,cluster:3ae918b41e8dc62ebfab,train
ISIC_0054631,BCN_0003486,cluster:642c0bee9daac09ac7ce,test
ISIC_0054632,BCN_0004766,cluster:5415a5e422058fc545b2,train
ISIC_0054633,BCN_0004891,cluster:7aae69caa91122acb8ec,train
ISIC_0054634,BCN_0002150,cluster:8ad711629fb27aa5a91f,train
ISIC_0054635,BCN_0003960,cluster:ff58324af0d69cb76ca2,train
ISIC_0054639,BCN_0000765,cluster:b1e67d0297fea613ca7a,train
ISIC_0054640,BCN_0000384,cluster:11e93dc520108d5fe2f8,train
ISIC_0054641,BCN_0002865,cluster:ae49c66a1806e735f30f,train
ISIC_0054643,BCN_0000915,cluster:59232f58643809a6529c,train
ISIC_0054644,BCN_0002851,cluster:a0befd98ee5860ee4021,test
ISIC_0054647,BCN_0004384,cluster:1a6df23b5ca3cc17dfd4,train
ISIC_0054649,BCN_0001018,cluster:95d871df5db3298d5e1a,train
ISIC_0054650,BCN_0004829,cluster:9af439d9045c8cf4bc1a,test
ISIC_0054651,BCN_0002317,cluster:9613852606fe21b8a46d,train
ISIC_0054652,BCN_0003310,cluster:0a288d224d0338e20e8a,train
ISIC_0054653,BCN_0000018,cluster:1a2675e18bf036f087f9,train
ISIC_0054655,BCN_0002576,cluster:fecd92a25a69f124b2bb,train
ISIC_0054658,BCN_0000215,cluster:2572108a773a930323f5,test
ISIC_0054659,BCN_0002554,cluster:8f7c312a7618426410ae,train
ISIC_0054660,BCN_0002851,cluster:a0befd98ee5860ee4021,test
ISIC_0054662,BCN_0004821,cluster:75c03b0f6a19a05b8a39,train
ISIC_0054663,BCN_0003069,cluster:d12594df64dcff1612d5,train
ISIC_0054664,BCN_0000034,cluster:2110f598866876d5c62c,train
ISIC_0054665,BCN_0004759,cluster:0fab962a808b48c290b5,test
ISIC_0054666,BCN_0001136,cluster:f9291c05d9d95623819c,train
ISIC_0054668,BCN_0004967,cluster:35e58aafca8f86ecd8f2,train
ISIC_0054669,BCN_0003504,cluster:bfce95e23f437136fbe2,train
ISIC_0054670,BCN_0001189,cluster:5f2b84073668547c86d8,test
ISIC_0054671,BCN_0002532,cluster:5b8c83a449bb47241697,train
ISIC_0054672,BCN_0000507,cluster:30bae7715b65c61939b2,train
ISIC_0054673,BCN_0004978,cluster:b8df4b8dd64b27d09aad,train
ISIC_0054674,BCN_0001582,cluster:e8917bfa6c25d64ad42c,val
ISIC_0054676,BCN_0001914,cluster:0f1b967a8846ce69c985,val
ISIC_0054677,BCN_0005069,cluster:7b68b6e74f52cfdfc3e7,train
ISIC_0054682,BCN_0005088,cluster:f3c109dafcaf824f983c,train
ISIC_0054683,BCN_0002581,cluster:8110f9486fac8e936afd,train
ISIC_0054684,BCN_0000039,cluster:d54877033cbdcdc3f6b0,train
ISIC_0054685,BCN_0000745,cluster:8ccecf10112b5e9e6dba,train
ISIC_0054687,BCN_0003197,cluster:f0aedf650af7b12d2af0,train
ISIC_0054688,BCN_0001539,cluster:09d12f588d7c52e9c6f7,train
ISIC_0054689,BCN_0004040,cluster:e310e5302560e1cd92e8,train
ISIC_0054690,BCN_0003998,cluster:59f8761e9deb9278793e,train
ISIC_0054691,BCN_0001883,cluster:99e9469a76045b93c547,test
ISIC_0054692,BCN_0001299,cluster:0466345d0b490d45c641,train
ISIC_0054693,BCN_0004939,cluster:3130a63e2376fce60dd9,train
ISIC_0054694,BCN_0000652,cluster:9084915dc4db83f3d721,val
ISIC_0054695,BCN_0004514,cluster:e50cd32595d91f710f26,train
ISIC_0054696,BCN_0001297,cluster:20e447b9caa4c6cfbe7b,train
ISIC_0054697,BCN_0004493,cluster:b144f422d948ee5556c1,train
ISIC_0054700,BCN_0001840,cluster:f1ed1d60bae49c68408b,test
ISIC_0054702,BCN_0003703,cluster:ae65c606be8bbd157664,train
ISIC_0054704,BCN_0003656,cluster:8efda62c717bc761de8d,train
ISIC_0054705,BCN_0004929,cluster:287be09cedc66c97bdb9,train
ISIC_0054706,BCN_0000072,cluster:24d82ee0dd7f8dc4b295,train
ISIC_0054707,BCN_0002235,cluster:8bafd9b534f47954b0dd,train
ISIC_0054708,BCN_0002521,cluster:37caba8e0d6325b5b8c6,test
ISIC_0054710,BCN_0003369,cluster:1f9686e741f51f523d63,test
ISIC_0054711,BCN_0002007,cluster:10b7880bbc58dc293754,val
ISIC_0054715,BCN_0003382,cluster:b60f17fa17d337d6fd53,train
ISIC_0054716,BCN_0000800,cluster:ca9fd17c82d7d58abdec,train
ISIC_0054717,BCN_0003824,cluster:cdde0ca02e23996a9962,train
ISIC_0054720,BCN_0004137,cluster:f52a34c3314706ec0622,train
ISIC_0054722,BCN_0003241,cluster:7d8dd18a82402db89c26,train
ISIC_0054723,BCN_0001559,cluster:6ca50315d4f4dc47f6d5,train
ISIC_0054724,BCN_0005454,cluster:05b2d737d6043a06fb1e,train
ISIC_0054725,BCN_0000970,cluster:750b7d142bf1fb6e3f86,train
ISIC_0054727,BCN_0005325,cluster:39349de713fdc7613cff,val
ISIC_0054728,BCN_0003479,cluster:a03fb1dfb85e84e5a857,val
ISIC_0054729,BCN_0000789,cluster:c6952bb95780316c43ad,train
ISIC_0054730,BCN_0005300,cluster:8c547b734063ab51608c,val
ISIC_0054731,BCN_0003136,cluster:742aa1af7dfc1a49971c,train
ISIC_0054732,BCN_0003445,cluster:cb75f601538c20cfbb85,train
ISIC_0054735,BCN_0000045,cluster:466a0d9bab3516e45ba3,val
ISIC_0054738,BCN_0001288,cluster:1ee11c2abc28ae3027b1,test
ISIC_0054739,BCN_0004943,cluster:36209846400103504c3e,val
ISIC_0054740,BCN_0005003,cluster:81fb85cf64be8a3e479f,train
ISIC_0054741,BCN_0000790,cluster:18e6924261a66da2f7cd,train
ISIC_0054743,BCN_0002453,cluster:b3463b1f504c5fdb68f5,train
ISIC_0054744,BCN_0004293,cluster:23d9bc4d73776fc3ea32,train
ISIC_0054745,BCN_0002255,cluster:9a32ff91b8cf934c1c97,train
ISIC_0054747,BCN_0000626,cluster:6e2a9b4c9435b33afc04,train
ISIC_0054748,BCN_0004597,cluster:36ced1d75e3ccec9e00d,test
ISIC_0054749,BCN_0002077,cluster:a782b3996c0c6513baec,train
ISIC_0054751,BCN_0003607,cluster:7dcd31d5019046edb2c7,train
ISIC_0054756,BCN_0004178,cluster:76b9e4ce2695ab8064df,train
ISIC_0054758,BCN_0000320,cluster:bd60647b8d04a43a5496,train
ISIC_0054759,BCN_0005446,cluster:ef02ae0b504e86444fc3,train
ISIC_0054761,BCN_0004448,cluster:29152b1f76b243d0343b,train
ISIC_0054763,BCN_0002989,cluster:98b82c5f37c51cdc4796,val
ISIC_0054764,BCN_0003615,cluster:a3b1dfb186d720d2d86c,train
ISIC_0054766,BCN_0001778,cluster:00fc514da1cb1fb50478,train
ISIC_0054767,BCN_0004264,cluster:2af29974b0faf3e48055,train
ISIC_0054770,BCN_0000227,cluster:62ae6671a5e481016655,train
ISIC_0054771,BCN_0004719,cluster:3dc7457b4a48fb3793a0,val
ISIC_0054772,BCN_0004891,cluster:7aae69caa91122acb8ec,train
ISIC_0054773,BCN_0005633,cluster:659040e2a032975c824f,val
ISIC_0054775,BCN_0001674,cluster:08259cb3a0a0ab477e2a,train
ISIC_0054776,BCN_0004973,cluster:9a32b82778439e100a90,train
ISIC_0054777,BCN_0004850,cluster:33387f717a1a7c0576d0,train
ISIC_0054779,BCN_0003715,cluster:42016e3955529fc1febd,train
ISIC_0054780,BCN_0004982,cluster:0da92e0d1c9513b07bba,train
ISIC_0054782,BCN_0005555,cluster:aa997111c74549e542eb,train
ISIC_0054783,BCN_0001054,cluster:6eb45b9c7d1626de6340,val
ISIC_0054787,BCN_0000680,cluster:540aab6fccc042e4c338,train
ISIC_0054789,BCN_0004722,cluster:b956869c2c78f40355cc,train
ISIC_0054792,BCN_0003820,cluster:1c1988863b3e32f791f0,val
ISIC_0054793,BCN_0001531,cluster:1fced810dad8d1f61c4e,test
ISIC_0054796,BCN_0003196,cluster:beab312e20f05ece34f2,train
ISIC_0054797,BCN_0003602,cluster:1c8a0b459a84d323bc94,test
ISIC_0054798,BCN_0003792,cluster:1323f493560f4fc22ce2,train
ISIC_0054799,BCN_0001780,cluster:801892be9720814e44bc,val
ISIC_0054800,BCN_0002864,cluster:60dca78f4fccf1660a97,test
ISIC_0054802,BCN_0002989,cluster:98b82c5f37c51cdc4796,val
ISIC_0054803,BCN_0002607,cluster:07e6943ef5695e031989,train
ISIC_0054804,BCN_0001363,cluster:84854da38121d7aaeaef,val
ISIC_0054805,BCN_0003595,cluster:540a6fee09f0578b0bc7,train
ISIC_0054809,BCN_0004163,cluster:b8912a97b0f8a28397d3,train
ISIC_0054811,BCN_0004258,cluster:eab47bec99ee3568ab67,train
ISIC_0054814,BCN_0001221,cluster:9c7da377b925f71e8489,train
ISIC_0054815,BCN_0000870,cluster:791361967e4f730598c3,train
ISIC_0054817,BCN_0001574,cluster:cd39c57a5177607c34b2,train
ISIC_0054819,BCN_0000796,cluster:fd2a77fab51cd71508a9,val
ISIC_0054820,BCN_0005411,cluster:31cfd6a2e040638be5fb,train
ISIC_0054823,BCN_0003377,cluster:86afea4fb02762b5a6e0,train
ISIC_0054826,BCN_0003613,cluster:b1fc0ab0fc6d6abbba6b,test
ISIC_0054831,BCN_0002177,cluster:d0e7e392b13061503fbf,test
ISIC_0054833,BCN_0000071,cluster:a927003ee06bef39b3bf,train
ISIC_0054834,BCN_0000777,cluster:8825f9e4a5492e5595ee,test
ISIC_0054836,BCN_0005554,cluster:96d5d338897267a9a28d,test
ISIC_0054838,BCN_0000447,cluster:dfdc921f0d7a68d1e81b,train
ISIC_0054840,BCN_0000722,cluster:bd79d4f1cd6c746ed3dd,test
ISIC_0054841,BCN_0000926,cluster:4f5a9173629f8ce5a70f,train
ISIC_0054843,BCN_0004729,cluster:05d534f6ad8f4a1c13ae,val
ISIC_0054844,BCN_0003514,cluster:3cb55381100eaace9f6c,train
ISIC_0054845,BCN_0003159,cluster:8b76878f90154c52f4bb,train
ISIC_0054846,BCN_0003200,cluster:25cf088ad972920a85d1,train
ISIC_0054849,BCN_0002523,cluster:83a7f917175318861ed9,train
ISIC_0054850,BCN_0004128,cluster:24e5a5799bb58e2223b4,test
ISIC_0054851,BCN_0001249,cluster:826c1e154c588bb7d37f,train
ISIC_0054852,BCN_0002059,cluster:2aaf425de07410ca647b,train
ISIC_0054853,BCN_0001954,cluster:04d87ac93a292a09de90,train
ISIC_0054854,BCN_0004867,cluster:94018b129ce3fef8f79b,train
ISIC_0054855,BCN_0000782,cluster:22f22d111395a4e8eb6d,train
ISIC_0054856,BCN_0004403,cluster:e3d773c5931724fdbf96,val
ISIC_0054859,BCN_0000861,cluster:3f6acd9eefee22a8f20e,train
ISIC_0054861,BCN_0003405,cluster:3563f1d6df607b5dee99,test
ISIC_0054864,BCN_0000841,cluster:523b32204d3b2b0c30c4,train
ISIC_0054865,BCN_0002281,cluster:73d0e4d78378150bdf6a,train
ISIC_0054867,BCN_0003365,cluster:29930b882992677186cf,val
ISIC_0054869,BCN_0003285,cluster:070db072bab73963fb26,train
ISIC_0054870,BCN_0004305,cluster:a72207bd31bd6d5ad437,train
ISIC_0054871,BCN_0003496,cluster:a7dd338deabe75c565dc,train
ISIC_0054873,BCN_0003038,cluster:f68a525bf15f2cf6b388,train
ISIC_0054874,BCN_0003148,cluster:87ded8148a179ed1fda7,train
ISIC_0054877,BCN_0001147,cluster:84608867bf30963be457,val
ISIC_0054878,BCN_0004092,cluster:fa2b105393c644093305,val
ISIC_0054879,BCN_0004921,cluster:692192093efdfa5f7dd9,test
ISIC_0054881,BCN_0002132,cluster:3b04d22f1e9597c5e2e2,train
ISIC_0054882,BCN_0004075,cluster:609eaf6a2da5b000d567,train
ISIC_0054885,BCN_0003583,cluster:72e3d33b31a915731e23,val
ISIC_0054886,BCN_0002108,cluster:0a34a0d90bdefc97fb76,train
ISIC_0054887,BCN_0002304,cluster:61c85d5a4b892969f8d5,train
ISIC_0054889,BCN_0003403,cluster:27230f2ab3ae88768891,train
ISIC_0054891,BCN_0003857,cluster:f062e1c2e699cdd7819b,test
ISIC_0054892,BCN_0003501,cluster:75fba018dde5c24860b5,train
ISIC_0054893,BCN_0003767,cluster:9a7a0d4f8b47696c6cf1,val
ISIC_0054896,BCN_0003316,cluster:ea1e3fac499fc9c02527,train
ISIC_0054897,BCN_0005020,cluster:1e6db727573d32e2b296,train
ISIC_0054898,BCN_0001702,cluster:46c998097e3d54f0d12a,train
ISIC_0054899,BCN_0000001,cluster:427c505ed603c0e1692e,test
ISIC_0054900,BCN_0004535,cluster:2bc2458b52687ec924a1,test
ISIC_0054901,BCN_0004230,cluster:21fb5a38c3d98efc7141,train
ISIC_0054903,BCN_0004207,cluster:5a0aca1def108c4f8c36,test
ISIC_0054904,BCN_0003936,cluster:1e2e440b75e766114306,val
ISIC_0054905,BCN_0002300,cluster:b96a3280ef32df6d7c14,train
ISIC_0054906,BCN_0002746,cluster:9f7a406f5cdbf08986fb,train
ISIC_0054907,BCN_0002987,cluster:5ce383ee9f94d638dc35,train
ISIC_0054908,BCN_0003914,cluster:a97ca3b69b6df8f594f1,val
ISIC_0054909,BCN_0003870,cluster:37aef4f6501d2d7aac35,train
ISIC_0054911,BCN_0002557,cluster:549b5e38ac79504d65c3,test
ISIC_0054912,BCN_0004730,cluster:442cd25f02ee571e8a78,test
ISIC_0054914,BCN_0002493,cluster:574f659d2d22283d7911,train
ISIC_0054915,BCN_0004878,cluster:87240be99506939c76de,val
ISIC_0054917,BCN_0004847,cluster:a01bd35f42e174ccfe0d,train
ISIC_0054918,BCN_0004630,cluster:1e1742b36d1600a23b6e,train
ISIC_0054919,BCN_0004895,cluster:30532e7bc0ac422189ea,train
ISIC_0054921,BCN_0000927,cluster:db497b54b3041cbc7cd7,test
ISIC_0054923,BCN_0001773,cluster:4af15cedde5203e9cfa6,train
ISIC_0054924,BCN_0001554,cluster:0946859945836b08d2d5,test
ISIC_0054925,BCN_0002767,cluster:8b848424510576368f4d,test
ISIC_0054929,BCN_0001400,cluster:efa50a8ccdc9677b9d21,train
ISIC_0054931,BCN_0002630,cluster:34c5a8d871309ee1d5b3,train
ISIC_0054932,BCN_0002762,cluster:78c185aba8d5c83bb9fe,train
ISIC_0054933,BCN_0000410,cluster:1e0a20fdff25ff00bf4b,test
ISIC_0054935,BCN_0003187,cluster:6cf511c586f1a9cb984c,val
ISIC_0054936,BCN_0003982,cluster:d46b7435e9a38928a56c,test
ISIC_0054937,BCN_0004114,cluster:d57b81f03920f0c834b0,test
ISIC_0054939,BCN_0004831,cluster:09fd06d7ca898126e8ea,train
ISIC_0054940,BCN_0002600,cluster:743852c149fa16a52f0a,train
ISIC_0054941,BCN_0000627,cluster:fe992fe82c3baac2f94f,test
ISIC_0054942,BCN_0000971,cluster:d38e9ef302cca7d85bdd,train
ISIC_0054943,BCN_0001945,cluster:a6cf97be814c952afa97,train
ISIC_0054944,BCN_0002994,cluster:737374228be0625ae24f,train
ISIC_0054948,BCN_0001636,cluster:04fe309c47d97637438b,train
ISIC_0054949,BCN_0000269,cluster:4b1b04f12098169b32b3,train
ISIC_0054951,BCN_0004859,cluster:db3369db79f67bf1d847,train
ISIC_0054952,BCN_0000292,cluster:a8f5b17c521ad9a74fe7,val
ISIC_0054954,BCN_0000552,cluster:1033db4a0f0357d2c55c,train
ISIC_0054955,BCN_0001564,cluster:5aadd581599890ab3373,train
ISIC_0054956,BCN_0005573,cluster:651ac2f9403d3337988c,train
ISIC_0054957,BCN_0005609,cluster:447755585b2910b6d577,train
ISIC_0054958,BCN_0003480,cluster:8713ba310208a9976fa5,val
ISIC_0054959,BCN_0000240,cluster:6db3759e623d7243ceee,train
ISIC_0054960,BCN_0004436,cluster:11c7f132527207b21356,train
ISIC_0054962,BCN_0000496,cluster:f0ec680e94ecd2a29fe1,train
ISIC_0054963,BCN_0003144,cluster:b63de9382d3c114b851d,test
ISIC_0054964,BCN_0002526,cluster:da476954d64ac833ef68,train
ISIC_0054965,BCN_0003706,cluster:e869e3e2df6b47413527,val
ISIC_0054968,BCN_0002172,cluster:d66e5e790c3930059414,train
ISIC_0054972,BCN_0001261,cluster:56d09cd536be843369f2,train
ISIC_0054973,BCN_0003725,cluster:5b2148102551cf519b95,train
ISIC_0054974,BCN_0002353,cluster:edb7284d2998df1cdcd5,train
ISIC_0054975,BCN_0003399,cluster:6f2f687f9d1bf9a70854,train
ISIC_0054976,BCN_0003193,cluster:ff22c29865b404131626,train
ISIC_0054977,BCN_0001442,cluster:55bd8348135fb1ae7557,val
ISIC_0054978,BCN_0002549,cluster:8d0638be6afa09f2c36e,test
ISIC_0054979,BCN_0002268,cluster:9bb6ec372fd0123bed4d,train
ISIC_0054981,BCN_0004939,cluster:3130a63e2376fce60dd9,train
ISIC_0054982,BCN_0000920,cluster:4039bc5a7ca98ea83011,train
ISIC_0054983,BCN_0000583,cluster:32c962ca8a2cdb70352f,train
ISIC_0054985,BCN_0000152,cluster:90b4caec2961fa0b3eee,test
ISIC_0054986,BCN_0001424,cluster:983680710843eb73442a,train
ISIC_0054988,BCN_0003122,cluster:cdf67ac14ce4e32ffcef,train
ISIC_0054993,BCN_0003833,cluster:8205ffa575265f81b6df,test
ISIC_0054994,BCN_0005247,cluster:2bff0ddf62df357d5c4a,train
ISIC_0054995,BCN_0002495,cluster:6ec7deed4458e0af290d,val
ISIC_0054996,BCN_0002860,cluster:35fc346953796fef8f46,val
ISIC_0054998,BCN_0001873,cluster:f960eb0cdd42e30b548d,train
ISIC_0055000,BCN_0001885,cluster:8a1219dc4ac21f560548,test
ISIC_0055003,BCN_0002133,cluster:c4137b488b0c40347dfc,train
ISIC_0055004,BCN_0005122,cluster:40b73f52fcc401c47a47,val
ISIC_0055006,BCN_0005528,cluster:cd21b07668de6a7938dd,train
ISIC_0055007,BCN_0002598,cluster:79b9e41944be4db7fab4,test
ISIC_0055008,BCN_0005031,cluster:f0f9b8572ae570239bae,train
ISIC_0055010,BCN_0001377,cluster:5e5fd873a8ca493cd8cb,val
ISIC_0055013,BCN_0005174,cluster:a31d92c5de023b821fa9,train
ISIC_0055014,BCN_0000315,cluster:d0f478786ed55120fc3e,train
ISIC_0055021,BCN_0001586,cluster:f2ac56948967346c1111,train
ISIC_0055022,BCN_0005240,cluster:f71ae9b967f86360010c,test
ISIC_0055024,BCN_0000869,cluster:bd81c93142646cfa7649,test
ISIC_0055027,BCN_0001699,cluster:65c61a64af29a6e43aa8,train
ISIC_0055032,BCN_0003633,cluster:8919ddd7cd828f107e9f,test
ISIC_0055034,BCN_0005039,cluster:62e414e0ee670df23b36,test
ISIC_0055035,BCN_0004390,cluster:8790b36fed464f9e8bf1,val
ISIC_0055036,BCN_0004111,cluster:fa838ae7a52f7cb33dab,train
ISIC_0055038,BCN_0005554,cluster:96d5d338897267a9a28d,test
ISIC_0055039,BCN_0004592,cluster:bac67e5a2c0204142419,train
ISIC_0055042,BCN_0005414,cluster:bd6dbe0ba98fcca60858,train
ISIC_0055043,BCN_0000937,cluster:b6a0c230d85ef3ff76e8,train
ISIC_0055044,BCN_0001678,cluster:ed5b16b8d10bd15f1509,train
ISIC_0055046,BCN_0003581,cluster:e8c04085142f892c5b16,train
ISIC_0055047,BCN_0002273,cluster:ab56b88c8a988e8b7469,train
ISIC_0055048,BCN_0004765,cluster:96ecbc845bfaacc533f1,val
ISIC_0055050,BCN_0004607,cluster:76a783159a7a7b337b65,test
ISIC_0055051,BCN_0000809,cluster:33552e7521302a68cc36,train
ISIC_0055053,BCN_0001716,cluster:2946e26b5ad2e41fcc41,test
ISIC_0055054,BCN_0005146,cluster:53f16e00e3c6d63637b2,train
ISIC_0055057,BCN_0001987,cluster:b1d31c877384de72e8ab,train
ISIC_0055058,BCN_0004332,cluster:cd4f28a08e1b72eedb5e,train
ISIC_0055059,BCN_0000414,cluster:8faa5d9d92b837c178eb,train
ISIC_0055060,BCN_0005192,cluster:9edbbceb71e2f2d31371,train
ISIC_0055061,BCN_0005484,cluster:6a6545200235f63a923e,train
ISIC_0055064,BCN_0000976,cluster:9486fa8d32329fc91dc8,train
ISIC_0055065,BCN_0005269,cluster:5ddb9001f86230f440d3,train
ISIC_0055066,BCN_0000767,cluster:b17c6d519238e96df889,train
ISIC_0055068,BCN_0003526,cluster:2f9d2ece8c312afc2345,val
ISIC_0055069,BCN_0002540,cluster:68624a87fc0e156a8ab3,train
ISIC_0055073,BCN_0003205,cluster:1af7d1fb22ace73570ea,train
ISIC_0055075,BCN_0002826,cluster:ac3efd0e791fb1d7af47,val
ISIC_0055077,BCN_0004613,cluster:17569adfa2a61eaea2be,train
ISIC_0055079,BCN_0005606,cluster:e697bbf4d9849030727e,test
ISIC_0055080,BCN_0003651,cluster:036458f4ef68e0fa2d72,test
ISIC_0055081,BCN_0001109,cluster:89ab6922f592b0ae02f5,val
ISIC_0055083,BCN_0005391,cluster:370db9bebf1ee328b3c6,train
ISIC_0055085,BCN_0000782,cluster:22f22d111395a4e8eb6d,train
ISIC_0055086,BCN_0003922,cluster:97d14dc3cdf5f2e1749a,train
ISIC_0055087,BCN_0001531,cluster:1fced810dad8d1f61c4e,test
ISIC_0055089,BCN_0001400,cluster:efa50a8ccdc9677b9d21,train
ISIC_0055090,BCN_0004653,cluster:3d799bf2350342324c43,train
ISIC_0055091,BCN_0001939,cluster:3b07e3a84c2c1b182cae,train
ISIC_0055096,BCN_0001539,cluster:09d12f588d7c52e9c6f7,train
ISIC_0055097,BCN_0000693,cluster:64eb09255c4cf4a09971,val
ISIC_0055098,BCN_0003929,cluster:817e91a8cfe2c97039a6,test
ISIC_0055099,BCN_0001706,cluster:2bd6927782c936b883b0,test
ISIC_0055100,BCN_0005572,cluster:d6e2f2a1a2d1020dc907,train
ISIC_0055102,BCN_0005713,cluster:36a9c41fbb0a4025df90,train
ISIC_0055105,BCN_0003884,cluster:89bd44631eef005d9784,train
ISIC_0055107,BCN_0004153,cluster:e9ffd2c26e0beea69559,val
ISIC_0055108,BCN_0002638,cluster:6a29238dd7d3fb0fd7a3,train
ISIC_0055109,BCN_0001624,cluster:6e90912b7c6099a7bcad,train
ISIC_0055111,BCN_0001500,cluster:845c989d6ff9198d709b,train
ISIC_0055112,BCN_0003313,cluster:82740cbf77be5b9e6b7b,test
ISIC_0055114,BCN_0002803,cluster:ad50f77c9576ef680f29,test
ISIC_0055116,BCN_0003324,cluster:42861c83c8f8973a55d7,train
ISIC_0055118,BCN_0001011,cluster:64bc51e8cf92f9a51f30,val
ISIC_0055119,BCN_0003903,cluster:910d7982ad5d5eb59f2b,train
ISIC_0055120,BCN_0001608,cluster:b425c45f0b6da84ebdc3,train
ISIC_0055121,BCN_0004731,cluster:d05df564c4273f3a0635,train
ISIC_0055122,BCN_0001600,cluster:3e1d4112a545fb989c25,train
ISIC_0055123,BCN_0000540,cluster:4801f36ddc0c27c1b39f,train
ISIC_0055125,BCN_0003730,cluster:14e0797adec8d7cf3f1b,test
ISIC_0055129,BCN_0004504,cluster:d76b6aa972f30ad02370,train
ISIC_0055131,BCN_0000599,cluster:ac0330eecf407d7038d2,train
ISIC_0055132,BCN_0003737,cluster:e8604d6f01abfae19bd9,train
