image_id,llava_med_head,clip_probe_head
ISIC_0033255,a0,a0
ISIC_0033256,a0,a1
ISIC_0033259,a0,a0
ISIC_0033275,a0,a1
ISIC_0033277,a0,a0
ISIC_0033284,a0,a1
ISIC_0033287,a1,a1
ISIC_0033294,a0,a0
ISIC_0033305,a0,a0
ISIC_0033306,a0,a3
ISIC_0033320,a0,a0
ISIC_0033329,a1,a0
ISIC_0033339,a1,a0
ISIC_0033343,a0,a0
ISIC_0033346,a0,a0
ISIC_0033353,a0,a0
ISIC_0033358,a1,a2
ISIC_0033366,a0,a1
ISIC_0033373,a0,a0
ISIC_0033383,a1,a0
ISIC_0033384,a3,a0
ISIC_0033385,a0,a3
ISIC_0033387,a1,a0
ISIC_0033403,a0,a0
ISIC_0033418,a0,a0
ISIC_0033419,a0,a0
ISIC_0033431,a1,a0
ISIC_0033439,a1,a0
ISIC_0033441,a0,a0
ISIC_0033443,a0,a0
ISIC_0033460,a0,a1
ISIC_0033463,a3,a0
ISIC_0033466,a0,a0
ISIC_0033471,a1,a2
ISIC_0033472,a0,a1
ISIC_0033473,a1,a2
ISIC_0033481,a0,a0
ISIC_0033483,a0,a1
ISIC_0033502,a0,a0
ISIC_0033524,a0,a3
ISIC_0033529,a0,a0
ISIC_0033531,a3,a1
ISIC_0033533,a1,a1
ISIC_0033541,a1,a0
ISIC_0033559,a0,a3
ISIC_0033562,a0,a2
ISIC_0033572,a0,a1
ISIC_0033587,a1,a1
ISIC_0033591,a0,a2
ISIC_0033592,a0,a2
ISIC_0033596,a0,a1
ISIC_0033598,a0,a0
ISIC_0033599,a3,a2
ISIC_0033606,a1,a1
ISIC_0033620,a0,a0
ISIC_0033624,a0,a2
ISIC_0033625,a0,a0
ISIC_0033634,a0,a0
ISIC_0033640,a0,a0
ISIC_0033646,a0,a2
ISIC_0033665,a0,a1
ISIC_0033666,a0,a2
ISIC_0033669,a0,a0
ISIC_0033683,a0,a0
ISIC_0033690,a0,a0
ISIC_0033696,a2,a2
ISIC_0033701,a0,a0
ISIC_0033719,a0,a0
ISIC_0033725,a0,a2
ISIC_0033730,a1,a2
ISIC_0033737,a0,a0
ISIC_0033748,a0,a0
ISIC_0033754,a1,a1
ISIC_0033755,a0,a0
ISIC_0033757,a1,a0
ISIC_0033759,a0,a0
ISIC_0033767,a0,a0
ISIC_0033779,a0,a0
ISIC_0033781,a1,a2
ISIC_0033787,a0,a1
ISIC_0033789,a0,a0
ISIC_0033794,a0,a0
ISIC_0033807,a0,a2
ISIC_0033808,a0,a0
ISIC_0033811,a0,a1
ISIC_0033822,a0,a0
ISIC_0033841,a1,a0
ISIC_0033847,a0,a0
ISIC_0033856,a3,a3
ISIC_0033860,a1,a0
ISIC_0033874,a0,a1
ISIC_0033878,a1,a3
ISIC_0033880,a1,a0
ISIC_0033884,a0,a0
ISIC_0033887,a2,a0
ISIC_0033898,a0,a0
ISIC_0033899,a0,a2
ISIC_0033908,a0,a1
ISIC_0033911,a0,a0
ISIC_0033919,a0,a0
ISIC_0033924,a1,a1
ISIC_0033925,a3,a0
ISIC_0033927,a0,a0
ISIC_0033928,a0,a1
ISIC_0033932,a0,a0
ISIC_0033935,a0,a0
ISIC_0033938,a0,a1
ISIC_0033939,a0,a0
ISIC_0033942,a0,a3
ISIC_0033951,a0,a0
ISIC_0033955,a1,a0
ISIC_0033960,a0,a0
ISIC_0033971,a1,a0
ISIC_0033982,a0,a0
ISIC_0033985,a1,a2
ISIC_0033987,a0,a0
ISIC_0033994,a0,a0
ISIC_0033999,a0,a3
ISIC_0034003,a3,a1
ISIC_0034021,a0,a0
ISIC_0034022,a0,a1
ISIC_0034041,a1,a0
ISIC_0034044,a0,a0
ISIC_0034047,a1,a2
ISIC_0034049,a1,a3
ISIC_0034054,a0,a0
ISIC_0034057,a0,a2
ISIC_0034058,a0,a2
ISIC_0034060,a0,a0
ISIC_0034062,a1,a0
ISIC_0034068,a0,a0
ISIC_0034089,a0,a1
ISIC_0034090,a1,a1
ISIC_0034103,a1,a1
ISIC_0034109,a0,a0
ISIC_0034140,a1,a3
ISIC_0034142,a0,a1
ISIC_0034144,a1,a0
ISIC_0034162,a1,a2
ISIC_0034170,a1,a1
ISIC_0034179,a0,a0
ISIC_0034189,a0,a3
ISIC_0034191,a1,a0
ISIC_0034197,a0,a3
ISIC_0034206,a0,a0
ISIC_0034219,a0,a0
ISIC_0034226,a1,a0
ISIC_0034229,a0,a2
ISIC_0034244,a0,a0
ISIC_0034256,a0,a3
ISIC_0034270,a1,a0
ISIC_0034283,a0,a0
ISIC_0034286,a0,a0
ISIC_0034301,a0,a0
ISIC_0034318,a0,a0
ISIC_0034319,a0,a0
ISIC_0053463,a1,a1
ISIC_0053470,a0,a3
ISIC_0053473,a1,a2
ISIC_0053478,a0,a0
ISIC_0053483,a1,a2
ISIC_0053505,a0,a3
ISIC_0053532,a0,a3
ISIC_0053535,a1,a2
ISIC_0053541,a1,a3
ISIC_0053552,a0,a2
ISIC_0053554,a0,a2
ISIC_0053557,a0,a0
ISIC_0053563,a0,a1
ISIC_0053577,a0,a1
ISIC_0053579,a0,a0
ISIC_0053583,a0,a3
ISIC_0053584,a0,a0
ISIC_0053611,a1,a0
ISIC_0053620,a3,a2
ISIC_0053626,a3,a2
ISIC_0053629,a0,a2
ISIC_0053630,a1,a0
ISIC_0053636,a1,a0
ISIC_0053637,a0,a2
ISIC_0053642,a1,a0
ISIC_0053645,a0,a1
ISIC_0053655,a1,a0
ISIC_0053663,a3,a1
ISIC_0053664,a0,a1
ISIC_0053681,a0,a0
ISIC_0053688,a0,a1
ISIC_0053692,a3,a2
ISIC_0053712,a0,a2
ISIC_0053714,a0,a0
ISIC_0053720,a0,a0
ISIC_0053729,a0,a1
ISIC_0053731,a1,a2
ISIC_0053738,a0,a2
ISIC_0053740,a0,a2
ISIC_0053748,a0,a1
ISIC_0053755,a1,a0
ISIC_0053756,a1,a1
ISIC_0053769,a0,a2
ISIC_0053801,a0,a0
ISIC_0053803,a2,a1
ISIC_0053809,a0,a3
ISIC_0053813,a0,a2
ISIC_0053815,a0,a2
ISIC_0053816,a0,a2
ISIC_0053841,a1,a2
ISIC_0053870,a1,a2
ISIC_0053892,a0,a2
ISIC_0053894,a0,a0
ISIC_0053921,a0,a0
ISIC_0053933,a3,a3
ISIC_0053940,a0,a0
ISIC_0053953,a1,a3
ISIC_0053960,a0,a1
ISIC_0053973,a3,a3
ISIC_0053982,a0,a3
ISIC_0053990,a0,a1
ISIC_0053993,a1,a2
ISIC_0054006,a1,a2
ISIC_0054021,a3,a3
ISIC_0054027,a0,a0
ISIC_0054039,a0,a0
ISIC_0054069,a0,a0
ISIC_0054107,a0,a1
ISIC_0054110,a3,a1
ISIC_0054113,a0,a2
ISIC_0054118,a1,a2
ISIC_0054119,a0,a2
ISIC_0054121,a0,a3
ISIC_0054128,a0,a1
ISIC_0054134,a0,a0
ISIC_0054142,a0,a2
ISIC_0054146,a0,a3
ISIC_0054157,a0,a1
ISIC_0054158,a0,a0
ISIC_0054165,a0,a2
ISIC_0054189,a1,a1
ISIC_0054198,a0,a0
ISIC_0054204,a0,a2
ISIC_0054205,a0,a2
ISIC_0054223,a1,a0
ISIC_0054233,a0,a3
ISIC_0054238,a0,a0
ISIC_0054239,a1,a0
ISIC_0054244,a0,a0
ISIC_0054277,a0,a1
ISIC_0054287,a3,a0
ISIC_0054297,a1,a2
ISIC_0054307,a0,a0
ISIC_0054310,a3,a1
ISIC_0054317,a0,a3
ISIC_0054329,a3,a3
ISIC_0054338,a0,a2
ISIC_0054342,a0,a2
ISIC_0054344,a0,a3
ISIC_0054353,a0,a2
ISIC_0054362,a0,a0
ISIC_0054381,a0,a2
ISIC_0054382,a0,a0
ISIC_0054398,a0,a3
ISIC_0054403,a3,a2
ISIC_0054409,a0,a3
ISIC_0054413,a1,a2
ISIC_0054435,a3,a0
ISIC_0054451,a0,a2
ISIC_0054463,a0,a2
ISIC_0054486,a0,a0
ISIC_0054495,a0,a0
ISIC_0054504,a0,a2
ISIC_0054518,a1,a2
ISIC_0054520,a0,a2
ISIC_0054543,a0,a1
ISIC_0054546,a0,a2
ISIC_0054552,a0,a2
ISIC_0054554,a1,a2
ISIC_0054573,a0,a3
ISIC_0054591,a0,a0
ISIC_0054594,a2,a2
ISIC_0054600,a0,a2
ISIC_0054605,a0,a1
ISIC_0054606,a1,a2
ISIC_0054618,a3,a0
ISIC_0054622,a0,a0
ISIC_0054624,a0,a0
ISIC_0054631,a0,a0
ISIC_0054644,a0,a2
ISIC_0054650,a1,a0
ISIC_0054658,a1,a2
ISIC_0054660,a0,a2
ISIC_0054665,a0,a0
ISIC_0054670,a0,a3
ISIC_0054691,a2,a2
ISIC_0054700,a1,a0
ISIC_0054708,a1,a2
ISIC_0054710,a0,a3
ISIC_0054738,a0,a0
ISIC_0054748,a0,a1
ISIC_0054793,a1,a3
ISIC_0054797,a0,a1
ISIC_0054800,a0,a3
ISIC_0054826,a1,a1
ISIC_0054831,a0,a0
ISIC_0054834,a0,a2
ISIC_0054836,a0,a2
ISIC_0054840,a1,a1
ISIC_0054850,a1,a0
ISIC_0054861,a1,a2
ISIC_0054879,a1,a0
ISIC_0054891,a0,a0
ISIC_0054899,a1,a2
ISIC_0054900,a0,a2
ISIC_0054903,a0,a0
ISIC_0054911,a0,a2
ISIC_0054912,a1,a3
ISIC_0054921,a1,a1
ISIC_0054924,a3,a2
ISIC_0054925,a0,a0
ISIC_0054933,a0,a1
ISIC_0054936,a0,a3
ISIC_0054937,a0,a2
ISIC_0054941,a0,a2
ISIC_0054963,a0,a1
ISIC_0054978,a0,a2
ISIC_0054985,a0,a2
ISIC_0054993,a0,a2
ISIC_0055000,a0,a2
ISIC_0055007,a0,a2
ISIC_0055022,a0,a2
ISIC_0055024,a0,a2
ISIC_0055032,a0,a2
ISIC_0055034,a0,a0
ISIC_0055038,a1,a2
ISIC_0055050,a0,a2
ISIC_0055053,a0,a0
ISIC_0055079,a1,a3
ISIC_0055080,a0,a2
ISIC_0055087,a1,a3
ISIC_0055098,a0,a2
ISIC_0055099,a0,a2
ISIC_0055112,a1,a2
ISIC_0055114,a0,a0
ISIC_0055125,a0,a0
ISIC_0055136,a1,a2
ISIC_0055140,a0,a2
ISIC_0055141,a1,a2
ISIC_0055147,a0,a2
ISIC_0055157,a0,a2
ISIC_0055167,a0,a0
ISIC_0055180,a1,a2
ISIC_0055186,a0,a0
ISIC_0055209,a0,a2
ISIC_0055219,a2,a2
ISIC_0055221,a1,a2
ISIC_0055223,a0,a2
ISIC_0055239,a1,a0
ISIC_0055241,a2,a2
ISIC_0055246,a0,a3
ISIC_0055249,a0,a3
ISIC_0055253,a0,a2
ISIC_0055259,a1,a3
ISIC_0055262,a1,a2
ISIC_0055279,a0,a3
ISIC_0055283,a0,a0
ISIC_0055287,a1,a0
ISIC_0055291,a0,a2
ISIC_0055292,a0,a1
ISIC_0055294,a0,a1
ISIC_0055295,a0,a3
ISIC_0055296,a1,a0
ISIC_0055301,a1,a0
ISIC_0055303,a0,a2
ISIC_0055307,a2,a2
ISIC_0055309,a0,a0
ISIC_0055311,a1,a2
ISIC_0055312,a0,a2
ISIC_0055314,a0,a3
ISIC_0055318,a0,a3
ISIC_0055322,a1,a0
ISIC_0055328,a0,a3
ISIC_0055331,a0,a2
ISIC_0055353,a1,a2
ISIC_0055354,a0,a0
ISIC_0055381,a0,a0
ISIC_0055451,a1,a0
ISIC_0055452,a2,a3
ISIC_0055460,a0,a3
ISIC_0055463,a0,a2
ISIC_0055467,a1,a3
ISIC_0055473,a1,a1
ISIC_0055474,a1,a1
ISIC_0055483,a0,a2
ISIC_0055484,a0,a1
ISIC_0055501,a3,a3
ISIC_0055509,a0,a1
ISIC_0055513,a0,a3
ISIC_0055537,a1,a2
ISIC_0055564,a0,a0
ISIC_0055583,a1,a2
ISIC_0055591,a0,a0
ISIC_0055606,a0,a1
ISIC_0055608,a0,a2
ISIC_0055623,a0,a2
ISIC_0055636,a2,a2
ISIC_0055645,a0,a2
ISIC_0055657,a0,a0
ISIC_0055677,a0,a2
ISIC_0055681,a1,a1
ISIC_0055698,a0,a2
ISIC_0055702,a0,a0
ISIC_0055706,a0,a2
ISIC_0055711,a1,a1
ISIC_0055714,a0,a2
ISIC_0055718,a1,a0
ISIC_0055728,a3,a2
ISIC_0055730,a0,a2
ISIC_0055741,a0,a3
ISIC_0055742,a0,a1
ISIC_0055745,a1,a0
ISIC_0055749,a0,a0
ISIC_0055751,a0,a0
ISIC_0055753,a0,a1
ISIC_0055758,a0,a2
ISIC_0055768,a0,a2
ISIC_0055772,a2,a2
ISIC_0055800,a0,a1
ISIC_0055816,a0,a0
ISIC_0055833,a1,a2
ISIC_0055850,a0,a1
ISIC_0055859,a0,a3
ISIC_0055862,a0,a2
ISIC_0055863,a1,a1
ISIC_0055885,a0,a0
ISIC_0055887,a1,a2
ISIC_0055893,a1,a1
ISIC_0055894,a0,a0
ISIC_0055902,a0,a3
ISIC_0055913,a0,a1
ISIC_0055917,a0,a0
ISIC_0055927,a1,a1
ISIC_0055931,a0,a2
ISIC_0055937,a0,a3
ISIC_0055945,a1,a0
ISIC_0055955,a0,a2
ISIC_0055968,a1,a2
ISIC_0055976,a3,a3
ISIC_0056008,a0,a0
ISIC_0056017,a0,a1
ISIC_0056037,a0,a1
ISIC_0056039,a0,a2
ISIC_0056041,a0,a0
ISIC_0056067,a0,a0
ISIC_0056071,a0,a3
ISIC_0056095,a1,a1
ISIC_0056107,a2,a2
ISIC_0056108,a3,a0
ISIC_0056111,a0,a0
ISIC_0056119,a0,a3
ISIC_0056127,a0,a3
ISIC_0056129,a1,a0
ISIC_0056138,a1,a1
ISIC_0056150,a0,a2
ISIC_0056152,a0,a0
ISIC_0056156,a1,a0
ISIC_0056164,a0,a2
ISIC_0056175,a2,a2
ISIC_0056178,a3,a0
ISIC_0056190,a0,a3
ISIC_0056202,a0,a3
ISIC_0056203,a0,a0
ISIC_0056210,a1,a2
ISIC_0056220,a0,a2
ISIC_0056228,a0,a1
ISIC_0056235,a0,a2
ISIC_0056246,a1,a0
ISIC_0056250,a0,a0
ISIC_0056256,a0,a1
ISIC_0056259,a1,a2
ISIC_0056269,a0,a1
ISIC_0056274,a3,a1
ISIC_0056276,a3,a2
ISIC_0056295,a0,a2
ISIC_0056297,a0,a2
ISIC_0056321,a1,a2
ISIC_0056327,a1,a0
ISIC_0056339,a0,a1
ISIC_0056344,a0,a1
ISIC_0056354,a1,a0
ISIC_0056364,a1,a0
ISIC_0056369,a0,a0
ISIC_0056370,a0,a3
ISIC_0056391,a0,a2
ISIC_0056413,a1,a3
ISIC_0056418,a2,a2
ISIC_0056428,a0,a3
ISIC_0056431,a3,a2
ISIC_0056437,a0,a1
ISIC_0056458,a0,a0
ISIC_0056487,a0,a1
ISIC_0056493,a3,a2
ISIC_0056496,a0,a3
ISIC_0056501,a0,a2
ISIC_0056508,a0,a0
ISIC_0056529,a0,a0
ISIC_0056530,a0,a2
ISIC_0056534,a0,a0
ISIC_0056549,a0,a2
ISIC_0056583,a0,a3
ISIC_0056613,a0,a2
ISIC_0056617,a0,a0
ISIC_0056622,a0,a2
ISIC_0056651,a0,a0
ISIC_0056655,a1,a1
ISIC_0056662,a0,a2
ISIC_0056669,a0,a2
ISIC_0056677,a1,a3
ISIC_0056689,a0,a0
ISIC_0056724,a0,a0
ISIC_0056732,a2,a0
ISIC_0056733,a1,a0
ISIC_0056743,a0,a3
ISIC_0056752,a0,a2
ISIC_0056756,a1,a2
ISIC_0056766,a0,a2
ISIC_0056767,a0,a2
ISIC_0056768,a0,a2
ISIC_0056771,a3,a0
ISIC_0056782,a0,a0
ISIC_0056786,a1,a2
ISIC_0056787,a1,a2
ISIC_0056805,a1,a0
ISIC_0056808,a0,a2
ISIC_0056818,a0,a1
ISIC_0056824,a0,a2
ISIC_0056826,a0,a2
ISIC_0056840,a0,a0
ISIC_0056843,a0,a2
ISIC_0056846,a0,a0
ISIC_0056854,a2,a1
ISIC_0056855,a1,a2
ISIC_0056861,a0,a0
ISIC_0056867,a0,a3
ISIC_0056880,a0,a0
ISIC_0056898,a0,a1
ISIC_0056923,a1,a0
ISIC_0056925,a2,a2
ISIC_0056926,a0,a3
ISIC_0056927,a3,a2
ISIC_0056939,a3,a0
ISIC_0056960,a0,a0
ISIC_0056966,a1,a0
ISIC_0056979,a0,a3
ISIC_0056996,a0,a0
ISIC_0057005,a2,a0
ISIC_0057017,a0,a1
ISIC_0057044,a0,a3
ISIC_0057051,a0,a2
ISIC_0057085,a0,a1
ISIC_0057092,a1,a1
ISIC_0057110,a1,a2
ISIC_0057127,a1,a0
ISIC_0057141,a1,a0
ISIC_0057145,a1,a2
ISIC_0057153,a0,a0
ISIC_0057162,a1,a0
ISIC_0057164,a0,a3
ISIC_0057166,a0,a0
ISIC_0057167,a0,a0
ISIC_0057169,a0,a2
ISIC_0057178,a0,a0
ISIC_0057202,a1,a0
ISIC_0057225,a0,a2
ISIC_0057235,a0,a2
ISIC_0057237,a0,a1
ISIC_0057244,a1,a0
ISIC_0057247,a0,a0
ISIC_0057251,a0,a3
ISIC_0057254,a1,a0
ISIC_0057256,a1,a1
ISIC_0057266,a0,a2
ISIC_0057280,a2,a2
ISIC_0057329,a0,a1
ISIC_0057330,a2,a1
ISIC_0057339,a0,a0
ISIC_0057342,a0,a0
ISIC_0057377,a1,a1
ISIC_0057390,a0,a2
ISIC_0057393,a1,a1
ISIC_0057395,a1,a1
ISIC_0057396,a0,a0
ISIC_0057412,a0,a1
ISIC_0057429,a0,a0
ISIC_0057443,a0,a0
ISIC_0057453,a0,a0
ISIC_0057471,a1,a2
ISIC_0057477,a1,a2
ISIC_0057498,a0,a2
ISIC_0057506,a1,a0
ISIC_0057512,a0,a0
ISIC_0057545,a0,a1
ISIC_0057550,a0,a3
ISIC_0057562,a1,a2
ISIC_0057572,a1,a2
ISIC_0057586,a0,a2
ISIC_0057626,a1,a1
ISIC_0057631,a1,a3
ISIC_0057639,a2,a0
ISIC_0057651,a2,a0
ISIC_0057655,a0,a2
ISIC_0057666,a0,a3
ISIC_0057677,a0,a2
ISIC_0057679,a1,a1
ISIC_0057693,a1,a0
ISIC_0057701,a0,a0
ISIC_0057740,a1,a2
ISIC_0057747,a0,a3
ISIC_0057748,a1,a2
ISIC_0057762,a1,a1
ISIC_0057763,a0,a2
ISIC_0057786,a1,a1
ISIC_0057791,a1,a3
ISIC_0057798,a0,a1
ISIC_0057817,a3,a0
ISIC_0057821,a0,a3
ISIC_0057827,a1,a3
ISIC_0057834,a0,a1
ISIC_0057871,a0,a2
ISIC_0057873,a2,a0
ISIC_0057874,a0,a2
ISIC_0057875,a0,a0
ISIC_0057899,a0,a2
ISIC_0057901,a1,a1
ISIC_0057903,a0,a2
ISIC_0057913,a0,a3
ISIC_0057937,a1,a2
ISIC_0057942,a1,a2
ISIC_0057958,a0,a0
ISIC_0057959,a0,a0
ISIC_0057997,a0,a1
ISIC_0058021,a0,a3
ISIC_0058025,a1,a2
ISIC_0058032,a0,a2
ISIC_0058050,a0,a0
ISIC_0058057,a0,a0
ISIC_0058064,a3,a2
ISIC_0058073,a1,a0
ISIC_0058088,a0,a2
ISIC_0058097,a2,a3
ISIC_0058098,a0,a0
ISIC_0058099,a0,a3
ISIC_0058111,a0,a1
ISIC_0058118,a0,a3
ISIC_0058120,a0,a2
ISIC_0058132,a1,a0
ISIC_0058135,a0,a2
ISIC_0058150,a1,a2
ISIC_0058184,a0,a2
ISIC_0058193,a1,a0
ISIC_0058197,a0,a1
ISIC_0058245,a2,a1
ISIC_0058252,a0,a3
ISIC_0058261,a0,a1
ISIC_0058262,a1,a0
ISIC_0058276,a0,a1
ISIC_0058278,a0,a1
ISIC_0058285,a3,a2
ISIC_0058327,a1,a2
ISIC_0058338,a0,a3
ISIC_0058349,a0,a1
ISIC_0058362,a0,a3
ISIC_0058364,a3,a1
ISIC_0058366,a0,a3
ISIC_0058383,a0,a2
ISIC_0058392,a0,a2
ISIC_0058393,a0,a2
ISIC_0058425,a0,a1
ISIC_0058426,a3,a0
ISIC_0058431,a0,a2
ISIC_0058442,a3,a1
ISIC_0058470,a0,a0
ISIC_0058476,a0,a2
ISIC_0058477,a0,a1
ISIC_0058481,a2,a0
ISIC_0058493,a1,a0
ISIC_0058499,a0,a3
ISIC_0058500,a0,a2
ISIC_0058508,a1,a2
ISIC_0058509,a0,a3
ISIC_0058513,a0,a2
ISIC_0058514,a0,a3
ISIC_0058517,a0,a0
ISIC_0058534,a0,a0
ISIC_0058546,a1,a0
ISIC_0058559,a0,a3
ISIC_0058565,a0,a2
ISIC_0058569,a0,a3
ISIC_0058573,a3,a2
ISIC_0058580,a0,a2
ISIC_0058582,a0,a0
ISIC_0058584,a0,a2
ISIC_0058588,a2,a0
ISIC_0058606,a1,a1
ISIC_0058608,a0,a3
ISIC_0058625,a2,a0
ISIC_0058639,a0,a2
ISIC_0058641,a1,a0
ISIC_0058645,a3,a3
ISIC_0058651,a1,a2
ISIC_0058652,a1,a0
ISIC_0058661,a1,a0
ISIC_0058664,a3,a2
ISIC_0058681,a0,a1
ISIC_0058698,a0,a3
ISIC_0058713,a0,a2
ISIC_0058724,a1,a3
ISIC_0058729,a0,a0
ISIC_0058747,a2,a0
ISIC_0058751,a2,a2
ISIC_0058756,a0,a2
ISIC_0058760,a0,a3
ISIC_0058768,a0,a2
ISIC_0058802,a1,a1
ISIC_0058821,a3,a1
ISIC_0058829,a0,a1
ISIC_0058835,a0,a0
ISIC_0058845,a1,a1
ISIC_0058847,a0,a2
ISIC_0058864,a1,a2
ISIC_0058880,a0,a3
ISIC_0058882,a3,a0
ISIC_0058895,a0,a0
ISIC_0058910,a0,a3
ISIC_0058920,a0,a2
ISIC_0058952,a1,a1
ISIC_0058957,a3,a2
ISIC_0058959,a1,a2
ISIC_0058971,a0,a2
ISIC_0058983,a0,a2
ISIC_0058984,a0,a3
ISIC_0058990,a0,a2
ISIC_0058996,a0,a2
ISIC_0059000,a0,a0
ISIC_0059008,a0,a0
ISIC_0059066,a0,a1
ISIC_0059076,a1,a3
ISIC_0059081,a0,a2
ISIC_0059104,a0,a3
ISIC_0059106,a2,a2
ISIC_0059111,a0,a2
ISIC_0059118,a0,a0
ISIC_0059135,a1,a2
ISIC_0059136,a1,a0
ISIC_0059140,a3,a1
ISIC_0059148,a0,a1
ISIC_0059165,a0,a0
ISIC_0059219,a3,a0
ISIC_0059230,a0,a0
ISIC_0059242,a0,a1
ISIC_0059265,a0,a2
ISIC_0059267,a0,a0
ISIC_0059295,a1,a2
ISIC_0059306,a1,a1
ISIC_0059341,a1,a0
ISIC_0059349,a0,a3
ISIC_0059353,a0,a0
ISIC_0059360,a0,a2
ISIC_0059362,a0,a3
ISIC_0059370,a1,a2
ISIC_0059372,a0,a1
ISIC_0059379,a1,a0
ISIC_0059385,a1,a0
ISIC_0059397,a1,a2
ISIC_0059405,a1,a1
ISIC_0059416,a0,a0
ISIC_0059418,a0,a0
ISIC_0059420,a0,a3
ISIC_0059424,a1,a3
ISIC_0059432,a0,a2
ISIC_0059434,a0,a0
ISIC_0059436,a3,a0
ISIC_0059438,a0,a0
ISIC_0059439,a0,a0
ISIC_0059444,a1,a2
ISIC_0059447,a0,a2
ISIC_0059465,a1,a0
ISIC_0059477,a0,a1
ISIC_0059480,a1,a2
ISIC_0059488,a3,a3
ISIC_0059513,a0,a3
ISIC_0059519,a0,a1
ISIC_0059524,a0,a1
ISIC_0059572,a1,a2
ISIC_0059587,a0,a1
ISIC_0059599,a1,a0
ISIC_0059609,a0,a2
ISIC_0059614,a0,a0
ISIC_0059626,a0,a2
ISIC_0059635,a1,a3
ISIC_0059669,a0,a3
ISIC_0059681,a1,a0
ISIC_0059699,a0,a0
ISIC_0059700,a0,a2
ISIC_0059711,a0,a1
ISIC_0059713,a0,a0
ISIC_0059721,a1,a0
ISIC_0059725,a0,a2
ISIC_0059741,a1,a2
ISIC_0059743,a0,a1
ISIC_0059762,a1,a0
ISIC_0059793,a0,a2
ISIC_0059813,a0,a0
ISIC_0059818,a1,a0
ISIC_0059835,a0,a1
ISIC_0059836,a0,a2
ISIC_0059841,a0,a0
ISIC_0059864,a0,a0
ISIC_0059865,a0,a2
ISIC_0059886,a1,a2
ISIC_0059892,a2,a1
ISIC_0059897,a0,a3
ISIC_0059914,a0,a0
ISIC_0059918,a1,a2
ISIC_0059920,a0,a2
ISIC_0059940,a0,a2
ISIC_0059954,a1,a2
ISIC_0059987,a0,a2
ISIC_0060006,a0,a2
ISIC_0060021,a0,a2
ISIC_0060028,a0,a0
ISIC_0060032,a0,a3
ISIC_0060055,a0,a2
ISIC_0060078,a0,a1
ISIC_0060086,a2,a2
ISIC_0060093,a1,a2
ISIC_0060104,a0,a2
ISIC_0060107,a0,a2
ISIC_0060109,a1,a2
ISIC_0060116,a0,a2
ISIC_0060139,a1,a2
ISIC_0060140,a0,a3
ISIC_0060151,a0,a2
ISIC_0060152,a0,a2
ISIC_0060153,a1,a3
ISIC_0060154,a0,a3
ISIC_0060164,a0,a0
ISIC_0060194,a0,a3
ISIC_0060202,a0,a2
ISIC_0060209,a0,a3
ISIC_0060225,a0,a3
ISIC_0060228,a1,a3
ISIC_0060230,a3,a2
ISIC_0060233,a0,a2
ISIC_0060236,a0,a2
ISIC_0060240,a0,a0
ISIC_0060243,a1,a0
ISIC_0060246,a0,a0
ISIC_0060257,a0,a2
ISIC_0060264,a1,a1
ISIC_0060266,a0,a3
ISIC_0060286,a0,a0
ISIC_0060287,a1,a3
ISIC_0060305,a2,a1
ISIC_0060340,a1,a3
ISIC_0060342,a0,a2
ISIC_0060360,a0,a0
ISIC_0060361,a0,a3
ISIC_0060380,a0,a3
ISIC_0060386,a1,a0
ISIC_0060392,a0,a2
ISIC_0060402,a0,a0
ISIC_0060403,a1,a2
ISIC_0060427,a0,a0
ISIC_0060446,a0,a0
ISIC_0060448,a1,a0
ISIC_0060451,a1,a0
ISIC_0060452,a1,a1
ISIC_0060461,a1,a0
ISIC_0060470,a0,a0
ISIC_0060473,a1,a2
ISIC_0060477,a1,a3
ISIC_0060490,a1,a2
ISIC_0060501,a1,a0
ISIC_0060509,a0,a2
ISIC_0060512,a0,a2
ISIC_0060520,a0,a2
ISIC_0060543,a0,a0
ISIC_0060549,a2,a2
ISIC_0060555,a0,a2
ISIC_0060572,a0,a0
ISIC_0060581,a0,a0
ISIC_0060588,a0,a2
ISIC_0060594,a0,a2
ISIC_0060595,a0,a0
ISIC_0060602,a0,a2
ISIC_0060619,a0,a0
ISIC_0060622,a3,a2
ISIC_0060636,a0,a1
ISIC_0060666,a0,a0
ISIC_0060679,a2,a2
ISIC_0060682,a1,a2
ISIC_0060706,a0,a3
ISIC_0060707,a0,a0
ISIC_0060735,a0,a1
ISIC_0060736,a1,a2
ISIC_0060738,a1,a2
ISIC_0060741,a0,a2
ISIC_0060744,a2,a2
ISIC_0060749,a0,a0
ISIC_0060764,a0,a1
ISIC_0060803,a0,a2
ISIC_0060807,a1,a2
ISIC_0060822,a0,a1
ISIC_0060824,a0,a2
ISIC_0060828,a0,a0
ISIC_0060829,a0,a3
ISIC_0060834,a0,a0
ISIC_0060850,a0,a2
ISIC_0060854,a2,a2
ISIC_0060863,a1,a0
ISIC_0060869,a1,a2
ISIC_0060873,a0,a3
ISIC_0060906,a0,a2
ISIC_0060919,a1,a2
ISIC_0060922,a1,a2
ISIC_0060925,a0,a2
ISIC_0060928,a0,a2
ISIC_0060937,a0,a0
ISIC_0060946,a0,a3
ISIC_0060947,a1,a0
ISIC_0060966,a0,a3
ISIC_0060972,a0,a3
ISIC_0060978,a0,a1
ISIC_0060991,a0,a2
